"borough","nm_street","latitude","longitude"
"Queens","22 Street","40755978","-73939095"
"Queens","38 Avenue","40761166","-7382938"
"Queens","Fresh Pond Road","4071126","-73899864"
"Queens","111 Street","4075011","-7385507"
"Queens","Farmers Boulevard","40672848","-7376405"
"Queens","Roosevelt Avenue","4074694","-7389051"
"Queens","Jackson Avenue","40748913","-739374"
"Queens","Steinway Street","4076861","-7391113"
"Queens","131 Street","40784676","-7383764"
"Queens","Atlantic Avenue","4068766","-7385058"
"Queens","102 Street","4074807","-73863335"
"Queens","122 Street","4066549","-73819534"
"Queens","23 Street","40775906","-73920525"
"Queens","37 Avenue","40752777","-7386627"
"Queens","Horace Harding Expressway","4074629","-73766945"
"Queens","218 Place","4072321","-7374008"
"Queens","Rockaway Beach Boulevard","40583874","-73823044"
"Queens","29 Street","4076014","-7392907"
"Queens","102 Avenue","40680923","-7385503"
"Queens","Long Island Expressway","4074132","-7378478"
"Queens","46 Road","40746185","-7395296"
"Queens","31 Avenue","40757374","-7390369"
"Queens","Jackie Robinson Pkwy","40709896","-7383941"
"Queens","Liberty Avenue","40679455","-738578"
"Queens","Jamaica Avenue","40713436","-737607"
"Queens","135 Avenue","40674175","-7374053"
"Queens","Main Street","40719357","-7381799"
"Queens","Broadway","4076235","-7392619"
"Queens","Van Wyck Expwy","40703163","-7381662"
"Queens","45 Avenue","4075224","-73820854"
"Queens","Cornaga Avenue","40602356","-7375953"
"Queens","Grand Central Pkwy","40734028","-7384408"
"Queens","35 Avenue","40764782","-7383042"
"Queens","Grand Central Pkwy","40771744","-73875275"
"Queens","134 Street","4069011","-7381206"
"Queens","31 Avenue","40760498","-73915344"
"Queens","27 Street","4076985","-7392295"
"Queens","Long Island Expressway","40739162","-739412"
"Queens","164 Street","4071025","-73799866"
"Queens","Northern Boulevard","4075203","-7392915"
"Queens","26 Avenue","4077289","-7379662"
"Queens","Queens Boulevard","407042","-73815254"
"Queens","Clearview Expressway","407324","-7376561"
"Queens","212 Street","40710762","-737461"
"Queens","Northern Boulevard","4075468","-73893745"
"Queens","Jamaica Avenue","4069827","-73834854"
"Queens","104 Street","4075276","-7386319"
"Queens","Jamaica Avenue","4071463","-73751335"
"Queens","Seagirt Boulevard","40595135","-7375321"
"Queens","Hook Creek Boulevard","4066889","-7372903"
"Queens","Steinway Street","40758553","-73919334"
"Queens","261 Street","40746838","-73710884"
"Queens","263 Street","4074356","-7370768"
"Queens","Whitestone Expressway","40779728","-73825676"
"Queens","30 Avenue","4076529","-7391799"
"Queens","North Conduit Avenue","40666405","-7375201"
"Queens","144 Avenue","4066549","-73755165"
"Queens","Woodhaven Boulevard","40729923","-73871544"
"Queens","76 Street","4074678","-7388954"
"Queens","Northern Boulevard","40749733","-73936104"
"Queens","82 Street","407468287","-73883652"
"Queens","160 Street","40694115","-7379214"
"Queens","41 Street","40767582","-739109"
"Queens","Horace Harding Expressway","40739902","-73791275"
"Queens","Union Street","40756264","-73823524"
"Queens","Kessel Street","4071619","-73857056"
"Queens","46 Avenue","40753838","-73805824"
"Queens","Cross Island Parkway","40787685","-7381528"
"Queens","Merrick Boulevard","40701378","-73790085"
"Queens","Lakewood Avenue","4069103","-7380238"
"Queens","Fairview Avenue","40708992","-73909706"
"Queens","Main Street","40752487","-738269"
"Queens","111 Street","40756245","-7385772"
"Queens","Utopia Parkway","40744606","-7379256"
"Queens","170 Street","40755806","-73797066"
"Queens","Hillside Avenue","4070958","-7379626"
"Queens","Long Island Expressway","4072539","-73896614"
"Queens","202 Street","4069406","-7374953"
"Queens","31 Avenue","40760185","-739147"
"Queens","149 Street","4077812","-7381743"
"Queens","Northern Boulevard","4075546","-7388631"
"Queens","58 Avenue","40761772","-7372406"
"Queens","150 Street","406944252","-738009367"
"Queens","163 Street","40707016","-7379826"
"Queens","130 Street","4069761","-7382005"
"Queens","Vanwyck Expressway","40668434","-7380062"
"Queens","Flushing Avenue","40720676","-7390469"
"Queens","Francis Lewis Boulevard","4072548","-7376559"
"Queens","44 Drive","4074893","-73951645"
"Queens","92 Street","40766838","-7387794"
"Queens","77 Avenue","40724354","-7380482"
"Queens","47 Street","40754066","-73915276"
"Queens","Vanwyck Expressway","40681423","-7380555"
"Queens","Beach 108 Street","4058393","-7383093"
"Queens","Grand Central Parkway","40767002","-7388872"
"Queens","117 Street","40677437","-7382181"
"Queens","Newtown Road","40755764","-7391218"
"Queens","125 Street","4067851","-7381435"
"Queens","134 Street","4066528","-7380604"
"Queens","108 Street","40749847","-7385831"
"Queens","24 Avenue","40765823","-7387797"
"Queens","160 Street","40696716","-7379403"
"Queens","Laurel Hill Boulevard","4073542","-7391552"
"Queens","Broadway","40743256","-7388361"
"Queens","48 Avenue","4073988","-7392431"
"Queens","39 Street","4074743","-73925476"
"Queens","Bay 25 Street","40601334","-7376257"
"Queens","Queensboro Bridge","40751022","-739404"
"Queens","Little Neck Parkway","407520753","-737210967"
"Queens","92 Street","40756535","-73876076"
"Queens","71 Place","40702625","-738794"
"Queens","90 Avenue","40711067","-7378159"
"Queens","Metropolitan Avenue","40713116","-73909584"
"Queens","233 Street","40690144","-737296"
"Queens","Jamaica Avenue","4071659","-7374293"
"Queens","23 Street","40745815","-73945656"
"Queens","Horace Harding Expressway","40743137","-7382973"
"Queens","114 Drive","4069674","-7376292"
"Queens","133 Avenue","40673187","-7382491"
"Queens","49 Street","4072294","-7392054"
"Queens","Metropolitan Avenue","40712147","-73884865"
"Queens","Rockaway Boulevard","40655254","-7376568"
"Queens","39 Avenue","40759678","-7383236"
"Queens","Vernon Boulevard","40759308","-73944176"
"Queens","30 Place","4074135","-73937096"
"Queens","30 Avenue","40760338","-7389477"
"Queens","158 Street","4075904","-73807945"
"Queens","Review Avenue","40734314","-7393803"
"Queens","Van Wyck Expwy","40763885","-7384002"
"Queens","Sutphin Boulevard","4070058","-7380775"
"Queens","34 Avenue","40754807","-7387482"
"Queens","Colden Street","40751835","-7382427"
"Queens","73 Avenue","40736073","-7377356"
"Queens","Parsons Boulevard","4075662","-7381718"
"Queens","65 Place","40740364","-7389972"
"Queens","Rockaway Boulevard","40660362","-7377553"
"Queens","Cypress Avenue","40699886","-7390584"
"Queens","23 Street","4075167","-7394188"
"Queens","58 Avenue","407445","-73821815"
"Queens","208 Street","4076745","-7378011"
"Queens","Huxley Street","40655254","-737402"
"Queens","Beach Channel Drive","40593","-7379347"
"Queens","188 Street","40744453","-7378842"
"Queens","55 Avenue","40739635","-7386074"
"Queens","Haight Street","40754498","-73834076"
"Queens","109 Avenue","40706604","-7376198"
"Queens","91 Street","4066331","-7384287"
"Queens","73 Avenue","4072713","-7381248"
"Queens","Steinway Street","40767532","-73912025"
"Queens","149 Street","40756046","-7381307"
"Queens","Carson Street","4067465","-7375457"
"Queens","224 Street","407143","-7372992"
"Queens","Maple Avenue","4075477","-7382997"
"Queens","Jamaica Avenue","4069142","-73866516"
"Queens","Long Island Expressway","40738537","-7381051"
"Queens","Grand Central Pkwy","4072587","-7376129"
"Queens","217 Street","40710632","-7374085"
"Queens","37 Avenue","40753086","-7386514"
"Queens","137 Avenue","40670002","-73778595"
"Queens","21 Street","40775383","-73923035"
"Queens","North Conduit Avenue","40667934","-7377507"
"Queens","182 Street","40655254","-7376568"
"Queens","Jamaica Avenue","4070214","-7381084"
"Queens","Flushing Avenue","4072214","-73902275"
"Queens","131 Street","40703728","-7382155"
"Queens","Putnam Avenue","40703537","-7390339"
"Queens","104 Avenue","40711437","-7374779"
"Queens","Grand Central Pkwy","40770283","-7386806"
"Queens","Cross Bay Boulevard","40671368","-7384302"
"Queens","75 Avenue","40727657","-7379664"
"Queens","Steinway Street","4075514","-7392213"
"Queens","Beach 69 Street","40596874","-7379856"
"Queens","84 Street","40755054","-7388338"
"Queens","106 Street","40695282","-7384114"
"Queens","94 Street","40748848","-73872375"
"Queens","Jamaica Avenue","40720562","-73732086"
"Queens","North Conduit Avenue","4066708","-7381033"
"Queens","Farmers Boulevard","40690807","-73762276"
"Queens","80 Drive","40724186","-73790886"
"Queens","90 Avenue","40704304","-7380315"
"Queens","Roosevelt Avenue","40748955","-7387136"
"Queens","Lawrence Street","40747833","-7383301"
"Queens","Park Lane South","406965799","-738586158"
"Queens","Jamaica Avenue","4071549","-7374784"
"Queens","216 Street","40718754","-7373972"
"Queens","109 Avenue","40684845","-7381338"
"Queens","77 Street","40758743","-7389069"
"Queens","Main Street","40727386","-7382213"
"Queens","Thursby Avenue","4059511","-7379348"
"Queens","Brooklyn Queens Expressway","4074872","-7389625"
"Queens","233 Street","4073749","-7373861"
"Queens","180 Street","4068587","-7376349"
"Queens","164 Street","40709023","-73798195"
"Queens","Cross Island Parkway","40788628","-73789665"
"Queens","Cross Island Parkway","407549","-7374548"
"Queens","Belt Parkway","40665478","-738169"
"Queens","169 Street","40687622","-7377881"
"Queens","93 Avenue","4071921","-7374642"
"Queens","Merrick Boulevard","40675423","-73738434"
"Queens","Brewer Boulevard","406561603","-737673526"
"Queens","Ditmars Boulevard","40762436","-7386142"
"Queens","131 Street","4066807","-7380789"
"Queens","Rockaway Beach Boulevard","4058301","-7382607"
"Queens","Brooklyn Queens Expressway","40735","-739207"
"Queens","Centreville Avenue","4067129","-73838066"
"Queens","Cross Bay Boulevard","40659927","-7384005"
"Queens","Grand Central Pkwy","4076294","-7386067"
"Queens","146 Terrace","40660393","-7376343"
"Queens","71 Avenue","40730453","-73805176"
"Queens","30 Avenue","40764534","-7391639"
"Queens","91 Avenue","40725254","-7374106"
"Queens","229 Street","4066337","-7374959"
"Queens","Northern Boulevard","40750977","-73934746"
"Queens","Hillside Avenue","40733696","-7372526"
"Queens","155 Street","40691277","-737951"
"Queens","Woodhaven Boulevard","4070456","-73856735"
"Queens","Merrick Boulevard","40679012","-7374928"
"Queens","153 Street","4070523","-7380358"
"Queens","160 Street","4077703","-73803604"
"Queens","Pitkin Avenue","406723","-738438"
"Queens","104 Street","4075116","-73862366"
"Queens","Cross Bay Boulevard","40660847","-738403"
"Queens","Van Wyck Expwy","40679012","-7380381"
"Queens","50 Street","40763866","-73903984"
"Queens","158 Avenue","40660706","-7384129"
"Queens","Lefferts Boulevard","407038","-73832565"
"Queens","Cypress Avenue","40694805","-738982"
"Queens","90 Street","40734737","-7387227"
"Queens","Northern Boulevard","40753677","-73914474"
"Queens","Pineville Lane","4068019","-7375545"
"Queens","Queens Boulevard","40733536","-7387035"
"Queens","119 Avenue","4069041","-7375557"
"Queens","Broadway","40747692","-7389381"
"Queens","209 Street","40702286","-7374592"
"Queens","Shore Front Parkway","40584454","-73812965"
"Queens","Francis Lewis Boulevard","4072178","-73760025"
"Queens","Grand Central Pkwy","4075544","-7372199"
"Queens","Vernon Boulevard","4075605","-7394766"
"Queens","Parsons Boulevard","40703644","-7380041"
"Queens","107 Avenue","406829686","-738282324"
"Queens","45 Avenue","4075577","-7378827"
"Queens","38 Avenue","40760967","-73830246"
"Queens","Van Wyck Expwy","40666355","-7380163"
"Queens","Northern Boulevard","40761436","-7376176"
"Queens","66 Street","40701355","-7388794"
"Queens","Farmers Boulevard","40679737","-7376162"
"Queens","Brooklyn Queens Expressway","407344911","-739224226"
"Queens","Long Island Expressway","4073632","-7385631"
"Queens","Seagirt Boulevard","40595886","-7376386"
"Queens","Ditmars Boulevard","40773735","-7390734"
"Queens","149 Road","40652233","-7373395"
"Queens","160 Street","406935","-73791695"
"Queens","Barnwell Avenue","40739635","-7388312"
"Queens","75 Street","40689354","-73866035"
"Queens","Grand Central Pkwy","4076874","-7390881"
"Queens","Pitkin Avenue","4067215","-73843185"
"Queens","88 Street","40710083","-73864456"
"Queens","38 Avenue","40762756","-7382261"
"Queens","99 Avenue","407135","-737518"
"Queens","33 Street","40769436","-7391714"
"Queens","Northern Boulevard","407574419","-73867464"
"Queens","212 Street","4070947","-7374581"
"Queens","84 Road","4071288","-7381245"
"Queens","Mott Avenue","4060555","-7375629"
"Queens","Merrick Boulevard","40680233","-73755226"
"Queens","Northern Boulevard","40754303","-7389736"
"Queens","61 Avenue","4075531","-7373821"
"Queens","212 Street","40704735","-73743996"
"Queens","Clearview Expressway","40745823","-7377242"
"Queens","Little Neck Parkway","4077761","-7374365"
"Queens","94 Street","4076562","-73875786"
"Queens","Main Street","4075425","-73827835"
"Queens","81 Street","40760113","-7388714"
"Queens","Fitchett Street","4072417","-7386805"
"Queens","Skillman Avenue","40746353","-7391617"
"Queens","43 Avenue","40746548","-7386491"
"Queens","134 Street","40714355","-7382388"
"Queens","Hillside Avenue","40737335","-7370833"
"Queens","Cooper Avenue","4070086","-73882454"
"Queens","Maurice Avenue","407351","-7389665"
"Queens","Roosevelt Avenue","4075829","-7383431"
"Queens","112 Street","4069894","-7383717"
"Queens",NULL,"4067711","-7378129"
"Queens","Francis Lewis Boulevard","40773037","-7379566"
"Queens","108 Street","4074788","-7385731"
"Queens","225 Street","4066462","-7375292"
"Queens","Metropolitan Avenue","40713234","-73873604"
"Queens","Atlantic Avenue","40689156","-7384528"
"Queens","Grand Avenue","4073025","-73887314"
"Queens","23 Street","4074622","-7394553"
"Queens","Crescent Street","4076122","-7393056"
"Queens","183 Street","4066098","-7376391"
"Queens","41 Street","4074169","-73923744"
"Queens","Cypress Avenue","40698013","-7390265"
"Queens","Jackie Robinson Pkwy","40697216","-73872955"
"Queens","Rockaway Boulevard","40675682","-73816"
"Queens","114 Street","4075254","-7385261"
"Queens","118 Street","4068167","-7382293"
"Queens","237 Street","40682148","-73729614"
"Queens","144 Avenue","40667038","-73757324"
"Queens","Northern Boulevard","40759163","-7377379"
"Queens","36 Avenue","4075771","-7393216"
"Queens","Cornaga Avenue","406022948","-737586202"
"Queens","South Conduit Avenue","4066547","-7375452"
"Queens","32 Avenue","4075719","-7389041"
"Queens","Jamaica Avenue","4069287","-7385456"
"Queens","88 Avenue","4070675","-7380224"
"Queens","Linden Boulevard","4069296","-7377164"
"Queens","35 Avenue","40750732","-7389466"
"Queens","Springfield Boulevard","40713284","-737358"
"Queens","Seagirt Boulevard","405955246","-737568852"
"Queens","Grand Central Pkwy","40769993","-73915825"
"Queens","Utopia Parkway","40736362","-7379311"
"Queens","Long Island Expressway","40738464","-73808624"
"Queens","41 Avenue","407636","-7377098"
"Queens","104 Street","40757694","-73864624"
"Queens","Horace Harding Expressway","407392269","-738150929"
"Queens","114 Street","40754955","-7385384"
"Queens","139 Avenue","4067102","-7374893"
"Queens","Hawtree Street","40674503","-7383773"
"Queens","Calamus Avenue","40734158","-7388714"
"Queens","North Conduit Avenue","40667915","-7377523"
"Queens","Jackie Robinson Pkwy","40711384","-738366"
"Queens","Long Island Expressway","40764435","-7372269"
"Queens","43 Street","40735626","-7392307"
"Queens","Steinway Street","40767536","-73912025"
"Queens","109 Avenue","4068665","-7380918"
"Queens","Long Island Expressway","4072522","-73894745"
"Queens","Cross Island Parkway","4078694","-7377558"
"Queens","Kissena Boulevard","40729134","-73815216"
"Queens","Metropolitan Avenue","407042674","-738935542"
"Queens","89 Avenue","40707493","-73796974"
"Queens","Sutphin Boulevard","40694435","-7380198"
"Queens","Long Island Expressway","4073873","-7381428"
"Queens","Beach 72 Street","4059536","-7380094"
"Queens","Mount Olivet Crescent","40714817","-7389629"
"Queens","Northern Boulevard","40757793","-73861916"
"Queens","Hollis Avenue","4070616","-7375747"
"Queens","89 Street","40688698","-7385409"
"Queens","20 Avenue","4077392","-7389809"
"Queens","Selover Road","40684956","-73762886"
"Queens","35 Avenue","40752316","-738798"
"Queens","Queens Boulevard","40739956","-7389421"
"Queens","159 Street","40753986","-7380769"
"Queens","Rockaway Boulevard","40678944","-7383447"
"Queens","115 Avenue","40697746","-7375468"
"Queens","50 Avenue","4073725","-7391799"
"Queens","208 Street","407079","-7374948"
"Queens","110 Avenue","40692528","-7379096"
"Queens","84 Avenue","4071354","-73809875"
"Queens","131 Avenue","4068159","-7374459"
"Queens","41 Drive","4077341","-7373761"
"Queens","Broadway","407493","-7389758"
"Queens","12 Street","40757717","-7394126"
"Queens","Francis Lewis Boulevard","40659817","-7373047"
"Queens","Laurel Hill Boulevard","40736496","-73909225"
"Queens","Hoyt Avenue South","40774612","-7392399"
"Queens","27 Street","4075657","-7393397"
"Queens","Whitestone Expressway","40780502","-73825905"
"Queens","100 Street","40738697","-7385898"
"Queens","96 Street","40691956","-73848366"
"Queens","Hillside Avenue","40726007","-737517212"
"Queens","Van Wyck Expwy","40716957","-7382655"
"Queens","Atlantic Avenue","40691174","-73838165"
"Queens","Rockaway Boulevard","4067376","-7379473"
"Queens","Review Avenue","40730705","-7393385"
"Queens","109 Street","40679783","-7383087"
"Queens","69 Street","4072203","-7389322"
"Queens","35 Avenue","40759254","-7393091"
"Queens","Greenpoint Avenue","40742508","-7391788"
"Queens","Winchester Boulevard","40737827","-73734"
"Queens","95 Avenue","40683735","-7385932"
"Queens","Newburg Street","40692066","-737654"
"Queens","110 Road","4068928","-7379611"
"Queens","North Conduit Avenue","4066704","-7379219"
"Queens",NULL,"40756874","-7394436"
"Queens","Liberty Avenue","40703075","-7379064"
"Queens","84 Street","40663185","-7384911"
"Queens","60 Place","4071282","-7390378"
"Queens","Cross Island Parkway","407259911","-73724209"
"Queens","150 Street","4070663","-73806595"
"Queens","97 Avenue","4071717","-7373543"
"Queens","Union Turnpike","40751404","-737037"
"Queens","Roosevelt Avenue","40747936","-7388097"
"Queens","Benham Street","40748528","-7387544"
"Queens","Commonwealth Boulevard","40731445","-73720535"
"Queens","Belt Parkway","406656","-7374648"
"Queens","61 Street","40750782","-7390107"
"Queens","135 Street","40669","-7380357"
"Queens","Metropolitan Avenue","4071282","-7390378"
"Queens","Beach 25 Street","4059955","-7376129"
"Queens","43 Street","40771328","-7390391"
"Queens","Cornaga Avenue","406034","-7374575"
"Queens","Highland Avenue","40708233","-7380284"
"Queens","164 Street","40713924","-7380212"
"Queens","67 Avenue","40751297","-7373986"
"Queens","31 Street","40764347","-7392347"
"Queens","Union Turnpike","40748833","-7370854"
"Queens","81 Avenue","40720936","-7380231"
"Queens","Northern Boulevard","4075205","-7392792"
"Queens","158 Street","4075193","-73808914"
"Queens","Glassboro Avenue","4068997","-737982"
"Queens","Eliot Avenue","4072956","-7387145"
"Queens","Hempstead Avenue","4071482","-7374095"
"Queens","Brooklyn Queens Expressway","40749607","-7389687"
"Queens","71 Avenue","40707901","-738511007"
"Queens","Case Street","40748306","-7387681"
"Queens","Greenway North","40715878","-73841255"
"Queens","Grand Central Parkway","40772045","-7387623"
"Queens","73 Road","40749477","-7371845"
"Queens","Wetherole Street","40727882","-73863335"
"Queens","De Kalb Avenue","40708767","-7391467"
"Queens","Brewer Boulevard","406589","-7376775"
"Queens","Van Wyck Expwy","4072575","-7383126"
"Queens","47 Avenue","40752045","-7378885"
"Queens","Myrtle Avenue","40700935","-7384022"
"Queens","62 Drive","4073367","-7385766"
"Queens","37 Avenue","40749844","-73883385"
"Queens","150 Avenue","40666096","-7381742"
"Queens","66 Road","40729153","-7384946"
"Queens","Hillside Avenue","4072364","-73755775"
"Queens","Booth Memorial Avenue","40741352","-73792145"
"Queens","21 Street","40767326","-7392986"
"Queens","103 Avenue","40687004","-7382836"
"Queens","41 Street","40763275","-7391438"
"Queens","Eliot Avenue","4073182","-73868904"
"Queens","Greenpoint Avenue","40738205","-7392823"
"Queens","77 Road","40720684","-7381868"
"Queens","43 Avenue","4074812","-739416"
"Queens","Polhemas Avenue","4070138","-73782394"
"Queens","Main Street","4075855","-7382964"
"Queens","Grand Central Pkwy","40765434","-7386268"
"Queens","35 Avenue","4075081","-7389398"
"Queens","Hillside Avenue","40711845","-7378738"
"Queens","Grand Central Pkwy","40730553","-7384142"
"Queens","31 Avenue","40760124","-7391454"
"Queens","21 Street","40761356","-73935394"
"Queens","Jamaica Avenue","407153474","-737484422"
"Queens","Cross Island Parkway","40789467","-73784225"
"Queens","200 Street","40701347","-737553"
"Queens","Brookville Boulevard","406722","-73734604"
"Queens","Broadway","4074872","-7389625"
"Queens","197 Street","40733448","-7377413"
"Queens","131 Street","4069273","-73816216"
"Queens","120 Avenue","406767","-73795"
"Queens","111 Street","4068246","-73830025"
"Queens","11 Street","407493","-73949425"
"Queens","223 Street","40701023","-7373438"
"Queens","32 Avenue","40755764","-73904106"
"Queens","Menahan Street","40710445","-7390266"
"Queens","North Conduit Avenue","4066675","-7380157"
"Queens","199 Street","40717213","-7376207"
"Queens","164 Street","4075625","-73802666"
"Queens","64 Avenue","40738052","-7379555"
"Queens","Northern Boulevard","4075114","-739345"
"Queens","Foch Boulevard","40680477","-737921"
"Queens","Woodside Avenue","4074463","-7390263"
"Queens","Bell Boulevard","40755657","-7376717"
"Queens","Hillside Avenue","40707798","-7380253"
"Queens","69 Avenue","4070138","-7390207"
"Queens","175 Street","40707935","-7378569"
"Queens","Van Wyck Expwy","40738064","-7383657"
"Queens","Forest Avenue","4070726","-73903496"
"Queens","180 Street","40735126","-73792"
"Queens","Robinson Street","40747223","-7381236"
"Queens","87 Street","4073998","-7387711"
"Queens","202 Street","4069643","-7375106"
"Queens","39 Avenue","40752888","-7385466"
"Queens","Hillside Avenue","40703655","-73822464"
"Queens","96 Street","4068739","-7384647"
"Queens","32 Avenue","40770164","-73818275"
"Queens","South Conduit Avenue","406654","-7374562"
"Queens","Myrtle Avenue","4070049","-7390134"
"Queens","Northern Boulevard","40756943","-7387222"
"Queens","Cross Island Parkway","40734497","-7372287"
"Queens","41 Avenue","40751408","-7393757"
"Queens","85 Street","40728935","-7387455"
"Queens","55 Avenue","40735634","-7387602"
"Queens","79 Place","40704895","-73870674"
"Queens","44 Street","4073768","-739217"
"Queens","Springfield Boulevard","4065942","-73761116"
"Queens","Willets Point Boulevard","40776546","-7381874"
"Queens","37 Avenue","40763786","-7382231"
"Queens","Liberty Avenue","4070476","-73784424"
"Queens","Hempstead Avenue","40713493","-73736496"
"Queens","243 Street","40660233","-7373941"
"Queens","South Conduit Avenue","40670025","-7384787"
"Queens","Belt Parkway","406656858","-737482957"
"Queens","Hollis Avenue","40710117","-737705"
"Queens","34 Avenue","4075423","-7388019"
"Queens","247 Street","4072867","-73720924"
"Queens","97 Avenue","40697556","-7380498"
"Queens","Belt Parkway","4066496","-7382226"
"Queens","Nassau Expressway","4066525","-73788956"
"Queens","Liberty Avenue","40692753","-7380866"
"Queens","99 Street","40730293","-7385592"
"Queens","Atlantic Avenue","40691364","-7383755"
"Queens","113 Avenue","40703636","-7374652"
"Queens","243 Street","40659714","-73739815"
"Queens","25 Avenue","40776657","-73827415"
"Queens","Wood Street","4069893","-7377037"
"Queens","Main Street","40717674","-7381713"
"Queens","Jamaica Avenue","40697403","-7383641"
"Queens","Belt Parkway","406658024","-737463956"
"Queens","Northern Boulevard","40757458","-73867226"
"Queens","Kissena Boulevard","4073052","-738154"
"Queens","Central Avenue","40703587","-7388547"
"Queens","53 Street","4074447","-73911514"
"Queens","North Conduit Avenue","40670628","-7384742"
"Queens","Myrtle Avenue","40699837","-7390869"
"Queens","48 Avenue","407544821","-737720985"
"Queens","Jackie Robinson Pkwy","40704945","-73852905"
"Queens","Seagirt Boulevard","40597954","-7373919"
"Queens","Colfax Street","407024","-737431"
"Queens","Brooklyn Queens Expressway","40731304","-73925964"
"Queens","56 Road","4072621","-73920525"
"Queens","97 Street","40740257","-7386532"
"Queens","171 Street","40707466","-737887"
"Queens","Cypress Hills Street","40702187","-7389344"
"Queens","Flushing Avenue","40720524","-7390493"
"Queens","Huxley Street","40649582","-7373702"
"Queens","47 Street","40766228","-7390539"
"Queens","29 Street","40778664","-7390946"
"Queens","Rockaway Boulevard","40668865","-73781944"
"Queens","Park Drive East","40726074","-73830124"
"Queens","47 Avenue","4075738","-7376539"
"Queens","21 Street","40761353","-73935394"
"Queens","43 Avenue","40760532","-7377345"
"Queens","Liberty Avenue","40702564","-73790565"
"Queens","91 Avenue","40699512","-7381461"
"Queens","Farmers Boulevard","40690224","-73762215"
"Queens","Shore Parkway","40663185","-7384911"
"Queens","Springfield Boulevard","4066331","-7375958"
"Queens","111 Avenue","4068718","-7379914"
"Queens","Northern Boulevard","4075624","-7387887"
"Queens","Northern Boulevard","4076394","-73828156"
"Queens","Grand Central Pkwy","40719738","-7378574"
"Queens","158 Avenue","4065978","-7384774"
"Queens","Woodhaven Boulevard","40733536","-7387035"
"Queens","Smith Place","40603798","-7375211"
"Queens","130 Street","40695858","-7381891"
"Queens","Alstyne Avenue","40743324","-7385879"
"Queens","211 Street","4072364","-73755775"
"Queens","Northern Boulevard","4075204","-7392875"
"Queens","85 Street","4065573","-7384672"
"Queens","Rockaway Boulevard","40677654","-7382866"
"Queens","Northern Boulevard","40761234","-73858246"
"Queens","Main Street","4075896","-7382985"
"Queens","69 Avenue","40732857","-7379857"
"Queens","94 Street","407549","-73873886"
"Queens","Northern Boulevard","40761124","-73763725"
"Queens","112 Street","40722313","-7383898"
"Queens","Seagirt Boulevard","40595257","-7374851"
"Queens","101 Avenue","40684258","-7384604"
"Queens","Cypress Hills Street","40699505","-7388884"
"Queens","Long Island Expressway","40734898","-7386253"
"Queens","Baisley Boulevard","4068096","-73773575"
"Queens","137 Avenue","4067663","-737555"
"Queens","Farmers Boulevard","40669144","-7376591"
"Queens","Seagirt Avenue","40595036","-7376017"
"Queens","25 Avenue","4076296","-73887665"
"Queens","North Conduit Avenue","40666405","-7374538"
"Queens","Atlantic Avenue","40688274","-7384844"
"Queens","12 Street","4076069","-7393921"
"Queens","Ditmars Boulevard","40768917","-73888756"
"Queens","Broadway","40759296","-7391968"
"Queens","34 Avenue","40751995","-73901566"
"Queens","11 Street","4074641","-7395032"
"Queens","Atlantic Avenue","4068822","-738486"
"Queens","Stanhope Street","4070587","-7391525"
"Queens","Belt Parkway","4066573","-7375376"
"Queens","96 Place","4067396","-73839874"
"Queens","Jackie Robinson Pkwy","4070276","-7386323"
"Queens","Parsons Boulevard","4071306","-7380669"
"Queens","Long Island Expressway","4074315","-73831924"
"Queens","135 Avenue","40671097","-73731255"
"Queens","Broadway","4074972","-7389858"
"Queens","222 Street","40668983","-7375367"
"Queens","Beach 142 Street","40571693","-738584"
"Queens","Highland Avenue","40712612","-7379323"
"Queens","103 Avenue","40685566","-7383343"
"Queens","120 Avenue","4068587","-7376349"
"Queens","139 Avenue","40664654","-73732376"
"Queens","North Conduit Avenue","406660852","-738280776"
"Queens","Northern Boulevard","40765137","-7381944"
"Queens","157 Street","407658","-7380797"
"Queens","103 Avenue","4068484","-7383596"
"Queens","154 Street","4067051","-73782234"
"Queens","150 Avenue","4066539","-7381354"
"Queens","51 Street","407555","-7390843"
"Queens","43 Avenue","4074797","-7386016"
"Queens","102 Street","40659042","-7383121"
"Queens","115 Street","406778","-73823845"
"Queens","49 Street","40757946","-739099"
"Queens","19 Street","40782383","-739166"
"Queens","Queens Boulevard","40740875","-7389962"
"Queens","215 Street","4076708","-7376942"
"Queens","150 Street","40707363","-7380695"
"Queens","Ovid Place","40696583","-737667"
"Queens","116 Avenue","40678795","-7380632"
"Queens","Springfield Boulevard","40706665","-73739296"
"Queens","203 Street","40761127","-7378174"
"Queens","Rocky Hill Road","40753204","-7377627"
"Queens","37 Street","40752068","-73926476"
"Queens","Grand Central Pkwy","40768356","-73904884"
"Queens","Laurelton Parkway","40676537","-73732185"
"Queens","Beach 116 Street","40580826","-7383781"
"Queens","Astoria Boulevard","40766605","-73891174"
"Queens","81 Street","40769978","-73888885"
"Queens","Brookhaven Avenue","40599503","-73754074"
"Queens","Liberty Avenue","40701237","-7379465"
"Queens","222 Street","4072778","-7373536"
"Queens","23 Avenue","40769558","-73906075"
"Queens","Lefferts Boulevard","4070001","-73830894"
"Queens","Forest Avenue","40712776","-7390601"
"Queens","Hillside Avenue","4072469","-737541"
