"borough","nm_street","latitude","longitude"
"Brooklyn","Rockaway Parkway","4065152","-73909454"
"Brooklyn","Flushing Avenue","40700105","-739472483"
"Brooklyn","Jamaica Avenue","40677658","-7389837"
"Brooklyn","Cropsey Avenue","40606842","-740155"
"Brooklyn","Sheridan Avenue","4067871","-7386701"
"Brooklyn","Flatbush Avenue","4066063","-73960686"
"Brooklyn","3 Avenue","40621041","-740320486"
"Brooklyn","Washington Avenue","4068492","-7396516"
"Brooklyn","Mermaid Avenue","4057475","-7400174"
"Brooklyn","72 Street","40623356","-7400784"
"Brooklyn","Atlantic Avenue","4068502","-7397991"
"Brooklyn","Evergreen Avenue","40691807","-73918625"
"Brooklyn","Mc Donald Avenue","40620914","-739753"
"Brooklyn","Powell Street","40661983","-7390198"
"Brooklyn","Irwin Street","4057943","-7394382"
"Brooklyn","Lott Avenue","40657383","-73911514"
"Brooklyn","Dahill Road","40604294","-73973206"
"Brooklyn","East 63 Street","40616013","-7391323"
"Brooklyn","16 Avenue","40618595","-7399847"
"Brooklyn","Chester Street","40657803","-7390868"
"Brooklyn","Avenue X","40591255","-7396378"
"Brooklyn","Avenue D","40640728","-7395217"
"Brooklyn","Reid Avenue","40691826","-73930824"
"Brooklyn","17 Avenue","40606117","-74007454"
"Brooklyn","De Kalb Avenue","4068977","-73977104"
"Brooklyn","Van Siclen Avenue","40672348","-7389022"
"Brooklyn","Saratoga Avenue","40677204","-7391641"
"Brooklyn","Ocean Avenue","4064403","-7395988"
"Brooklyn","Avenue N","40619484","-73918274"
"Brooklyn","Bedford Avenue","40653774","-7395617"
"Brooklyn","5 Avenue","4065463","-7400042"
"Brooklyn","Mc Donald Avenue","4062971","-7397697"
"Brooklyn","Nostrand Avenue","406884","-7395118"
"Brooklyn","Avenue M","40632725","-7390017"
"Brooklyn","East 34 Street","4064916","-7394552"
"Brooklyn","Prospect Avenue","40666843","-73994865"
"Brooklyn","Boyland Street","40684338","-73914764"
"Brooklyn","Bath Avenue","4060083","-7400065"
"Brooklyn","North 6 Street","4072028","-73963135"
"Brooklyn","Nostrand Avenue","40620388","-7394569"
"Brooklyn","Chester Avenue","40641903","-7398271"
"Brooklyn","Bushwick Avenue","406947","-73927505"
"Brooklyn","Atlantic Avenue","40675625","-7389879"
"Brooklyn","Belt Parkway","4058369","-7392157"
"Brooklyn","West 23 Street","40578358","-7399051"
"Brooklyn","East 19 Street","40618065","-7395617"
"Brooklyn","18 Avenue","40631687","-73975174"
"Brooklyn","Bergen Street","40674736","-73925"
"Brooklyn","Avenue L","40641174","-7389143"
"Brooklyn","Avenue J","40623962","-7397245"
"Brooklyn","Atlantic Avenue","40675888","-7389523"
"Brooklyn","Meserole Street","4070739","-7395054"
"Brooklyn","Gardner Avenue","40714043","-7392634"
"Brooklyn","Glenwood Road","40634174","-73944885"
"Brooklyn","Dumont Avenue","40668266","-7388116"
"Brooklyn","New Lots Avenue","4066647","-73882515"
"Brooklyn","Washington Avenue","40663284","-7396096"
"Brooklyn","Brooklyn Queens Expressway","4070118","-7398778"
"Brooklyn","Bushwick Avenue","4068934","-73917854"
"Brooklyn","Kings Highway","4060913","-7395741"
"Brooklyn","Kings Highway","40607338","-7396189"
"Brooklyn","Furman Street","40693886","-73999245"
"Brooklyn","Atlantic Avenue","40687336","-73985855"
"Brooklyn","Washington Avenue","40666695","-73961624"
"Brooklyn","Marcy Avenue","4068951","-73948044"
"Brooklyn","Atlantic Avenue","40678585","-7395207"
"Brooklyn","4 Avenue","40620678","-7402921"
"Brooklyn","92 Street","40614594","-740228"
"Brooklyn","Bedford Avenue","40646973","-73955696"
"Brooklyn","Church Avenue","40651936","-739294"
"Brooklyn","Brooklyn Queens Expressway","40706554","-7395832"
"Brooklyn","Coney Island Avenue","4061706","-7396371"
"Brooklyn","East 56 Street","4063321","-7392259"
"Brooklyn","Prospect Park West","40660397","-7398038"
"Brooklyn","Atlantic Avenue","40691193","-7399777"
"Brooklyn","Belt Parkway","40624706","-740415"
"Brooklyn","Randolph Street","40710342","-7392294"
"Brooklyn","Batchelder Street","4059403","-7393779"
"Brooklyn","6 Avenue","4067045","-7398193"
"Brooklyn","Prospect Expressway East","40665745","-73993744"
"Brooklyn","Linwood Street","4068415","-738848"
"Brooklyn","54 Street","40637547","-74003845"
"Brooklyn","Benson Avenue","40608376","-7400909"
"Brooklyn","Reid Avenue","406871","-7392989"
"Brooklyn","Avenue U","40609867","-7392239"
"Brooklyn","Boyland Street","40678314","-7391358"
"Brooklyn","Flatlands Avenue","40647976","-7389399"
"Brooklyn","Porter Avenue","4072404","-7393606"
"Brooklyn","De Kalb Avenue","406899","-7398044"
"Brooklyn","Stanley Avenue","40666023","-7386371"
"Brooklyn","Utica Avenue","406397952","-739291071"
"Brooklyn","Heyward Street","4070113","-7395698"
"Brooklyn","Flatlands Avenue","4064891","-7389256"
"Brooklyn","Avenue P","406116845","-739469328"
"Brooklyn","14 Avenue","40628654","-7399517"
"Brooklyn","Church Avenue","4064545","-7397311"
"Brooklyn","Foster Avenue","40640015","-7392575"
"Brooklyn","7 Avenue","40639557","-7400891"
"Brooklyn","Johnson Avenue","40707283","-73935905"
"Brooklyn","17 Avenue","40617672","-7399542"
"Brooklyn","Flushing Avenue","40697716","-73967735"
"Brooklyn","Glenmore Avenue","40674355","-738882"
"Brooklyn","Ralph Avenue","40632065","-7391861"
"Brooklyn","Greene Avenue","40686066","-73971436"
"Brooklyn","18 Street","40655666","-73979485"
"Brooklyn","Wythe Avenue","4072118","-7395866"
"Brooklyn","Ocean Avenue","40591602","-7394995"
"Brooklyn","De Kalb Avenue","4069268","-7393998"
"Brooklyn","Shore Parkway","40586327","-7393227"
"Brooklyn","East 14 Street","4062269","-73961876"
"Brooklyn","Stuyvesant Avenue","40692623","-7393398"
"Brooklyn","Kings Highway","40642384","-7392539"
"Brooklyn","Empire Boulevard","40664055","-739427"
"Brooklyn","Empire Boulevard","40664173","-739449"
"Brooklyn","Myrtle Avenue","4069336","-7397585"
"Brooklyn","Farragut Road","40636395","-73945854"
"Brooklyn","42 Street","4064088","-7399127"
"Brooklyn","Clinton Street","40693604","-7399275"
"Brooklyn","Avenue U","40595886","-7398315"
"Brooklyn","Scholes Street","40711376","-7392794"
"Brooklyn","Union Street","4066875","-73947136"
"Brooklyn","Ocean Avenue","4065488","-7396189"
"Brooklyn","Boyland Street","40660595","-7391134"
"Brooklyn","East 27 Street","40593487","-7394349"
"Brooklyn","Gardner Avenue","40709064","-73924194"
"Brooklyn","Stanley Avenue","40659782","-73882935"
"Brooklyn","Liberty Avenue","4067798","-73872116"
"Brooklyn","Loring Avenue","4066804","-7386055"
"Brooklyn","Avenue H","40629868","-73963"
"Brooklyn","Irving Avenue","40695847","-73908806"
"Brooklyn","Franklin Avenue","4066802","-7395894"
"Brooklyn","Snediker Avenue","40656757","-73897766"
"Brooklyn","6 Avenue","40669846","-7398244"
"Brooklyn","Gowanus Expy (Bqe)","40641506","-7402111"
"Brooklyn","51 Street","40639225","-740021"
"Brooklyn","Lorimer Street","407090151","-739485398"
"Brooklyn","Coney Island Avenue","4059568","-7396099"
"Brooklyn","Avenue R","40607296","-7394401"
"Brooklyn","Flatbush Avenue","4068122","-7397542"
"Brooklyn","42 Street","40650097","-7400651"
"Brooklyn","Dean Street","40679375","-7396408"
"Brooklyn","Johnson Street","4069484","-7398391"
"Brooklyn","Flatlands Avenue","40651337","-73889595"
"Brooklyn","Glenwood Road","4063701","-7391495"
"Brooklyn","Glenmore Avenue","4067777","-73863914"
"Brooklyn","Bay Ridge Parkway","40609875","-739902"
"Brooklyn","17 Avenue","40623367","-73989494"
"Brooklyn","3 Avenue","40656643","-7400527"
"Brooklyn","Martense Street","40651546","-7395257"
"Brooklyn","Maspeth Avenue","40716064","-73939026"
"Brooklyn","Avenue M","40633186","-7389945"
"Brooklyn","3 Avenue","40665638","-73995995"
"Brooklyn","South 2 Street","4071382","-7396361"
"Brooklyn","Parkside Avenue","40655754","-7395803"
"Brooklyn","Columbia Street","4068372","-7400334"
"Brooklyn","Fort Hamilton Parkway","4064538","-7398625"
"Brooklyn","Evergreen Avenue","4069111","-7391697"
"Brooklyn","Ocean Avenue","4060271","-73952034"
"Brooklyn","Clarkson Avenue","4065596","-7394143"
"Brooklyn","Hancock Street","40690884","-73912506"
"Brooklyn","Johnson Avenue","4070933","-7392249"
"Brooklyn","Pitkin Avenue","40669758","-7391031"
"Brooklyn","Livonia Avenue","40665592","-73888504"
"Brooklyn","Montrose Avenue","4070701","-73946526"
"Brooklyn","Bushwick Avenue","4070481","-7393932"
"Brooklyn","East 48 Street","4064556","-73931694"
"Brooklyn","4 Avenue","4068249","-7397962"
"Brooklyn","Avenue P","40608494","-7397593"
"Brooklyn","Nassau Avenue","40724583","-7394831"
"Brooklyn","Surf Avenue","4057557","-73981224"
"Brooklyn","Gowanus Expy (Bqe)","4065477","-7400708"
"Brooklyn","Fulton Street","4067994","-7388468"
"Brooklyn","Mc Donald Avenue","4061642","-7397445"
"Brooklyn","Church Avenue","40643635","-7397746"
"Brooklyn","Farragut Road","4063674","-7394035"
"Brooklyn","Kent Avenue","40720318","-7396173"
"Brooklyn","Greenpoint Avenue","4073046","-7395149"
"Brooklyn","Skillman Avenue","4071612","-739426"
"Brooklyn","East 49 Street","40639736","-7393012"
"Brooklyn","Pennsylvania Avenue","40646065","-7387979"
"Brooklyn","Bedford Avenue","40679832","-7395322"
"Brooklyn","Linden Boulevard","40661385","-738841"
"Brooklyn","Barbey Street","4066264","-7388396"
"Brooklyn","Winthrop Street","4065812","-73934006"
"Brooklyn","New York Avenue","4062648","-73943924"
"Brooklyn","Avenue K","40624905","-7394169"
"Brooklyn","Stuyvesant Avenue","40681633","-739318"
"Brooklyn","Kings Highway","4060603","-7398703"
"Brooklyn","North 4 Street","4071647","-7395998"
"Brooklyn","17 Avenue","40628845","-7398381"
"Brooklyn","Albany Avenue","40632313","-7393703"
"Brooklyn","East 9 Street","4061273","-73964874"
"Brooklyn","Nostrand Avenue","40684734","-73950455"
"Brooklyn","East 40 Street","4063459","-7393825"
"Brooklyn","Flatbush Avenue","4063765","-739528"
"Brooklyn","Nostrand Avenue","40647953","-73949265"
"Brooklyn","Remsen Avenue","40637627","-73903076"
"Brooklyn","3 Avenue","40665882","-7399642"
"Brooklyn","Vanderbilt Avenue","40692036","-73969635"
"Brooklyn","Nostrand Avenue","40591686","-7394021"
"Brooklyn","Belt Parkway Ramp","4060413","-7402015"
"Brooklyn","Avenue S","40604137","-7395126"
"Brooklyn","Avenue Y","40591263","-73944016"
"Brooklyn","New York Avenue","40652477","-7394686"
"Brooklyn","Kings Highway","40625683","-7393344"
"Brooklyn","Church Avenue","40651115","-739436"
"Brooklyn","Prospect Park West","4066642","-7397534"
"Brooklyn","Flushing Avenue","40702847","-7393353"
"Brooklyn","East 21 Street","40648075","-7395959"
"Brooklyn","Flatbush Avenue","4066135","-7396122"
"Brooklyn","Coney Island Avenue","4060536","-7396174"
"Brooklyn","Broadway","4070098","-73942375"
"Brooklyn","Williamsburg Street East","4070113","-7396087"
"Brooklyn","Avenue T","4060046","-7396254"
"Brooklyn","Smith Street","40690468","-739879"
"Brooklyn","Myrtle Avenue","4069401","-739611"
"Brooklyn","Bond Street","40688786","-7398358"
"Brooklyn","Sheridan Avenue","40677925","-73866806"
"Brooklyn","Bay Ridge Avenue","40633278","-7402062"
"Brooklyn","Lorimer Street","40708305","-73948425"
"Brooklyn","Union Avenue","4070739","-7395054"
"Brooklyn","5 Avenue","40665565","-7398932"
"Brooklyn","Bath Avenue","40599052","-7399808"
"Brooklyn","Pennsylvania Avenue","4066108","-7389254"
"Brooklyn","Avenue H","40632725","-7393032"
"Brooklyn","14 Avenue","40635292","-7398827"
"Brooklyn","Ocean Parkway","40640068","-739732"
"Brooklyn","4 Avenue","40630814","-7402508"
"Brooklyn","Bushwick Avenue","40701912","-7393699"
"Brooklyn","Bedford Avenue","40658306","-7395666"
"Brooklyn","Main Street","40702538","-7399071"
"Brooklyn","Broadway","40687782","-7391907"
"Brooklyn","Broadway","40694855","-73931465"
"Brooklyn","Ditmas Avenue","406481","-7391474"
"Brooklyn","Avenue N","40618828","-73928825"
"Brooklyn","New York Avenue","40645676","-73946106"
"Brooklyn","Clarkson Avenue","40655884","-73942406"
"Brooklyn","39 Street","40651264","-74003914"
"Brooklyn","Utica Avenue","4067767","-739303"
"Brooklyn","East 96 Street","40643784","-7390218"
"Brooklyn","Avenue N","4061732","-7394408"
"Brooklyn","3 Avenue","4064777","-7401474"
"Brooklyn","East 73 Street","40627987","-7391625"
"Brooklyn","Carlton Avenue","4067745","-7397236"
"Brooklyn","Parkside Avenue","40655872","-739564"
"Brooklyn","Mc Donald Avenue","4059011","-7397422"
"Brooklyn","Snyder Avenue","40648922","-7394938"
"Brooklyn","Winthrop Street","40658234","-739321"
"Brooklyn","21 Avenue","40619755","-7397892"
"Brooklyn","Cropsey Avenue","40600628","-7400361"
"Brooklyn","Nassau Avenue","4072615","-7393888"
"Brooklyn","Saint Marks Avenue","40676632","-7395944"
"Brooklyn","Bedford Avenue","40640446","-73954285"
"Brooklyn","Linden Boulevard","40652573","-73950935"
"Brooklyn","58 Street","40637962","-7401058"
"Brooklyn","4 Avenue","40645214","-7401391"
"Brooklyn","Ralph Avenue","40651703","-7392071"
"Brooklyn","12 Avenue","4062615","-7400494"
"Brooklyn","Jamaica Avenue","4067897","-73895706"
"Brooklyn","Blake Avenue","4066906","-7388658"
"Brooklyn","Gravesend Neck Road","40594955","-73970116"
"Brooklyn","Bushwick Avenue","40697075","-7393185"
"Brooklyn","East 21 Street","40644966","-73958984"
"Brooklyn","East 54 Street","40656861","-739270238"
"Brooklyn","Remsen Avenue","40658005","-73925766"
"Brooklyn","Marcy Avenue","40693905","-7394892"
"Brooklyn","Avenue M","40618774","-7395309"
"Brooklyn","29 Street","4066089","-74004654"
"Brooklyn","Blake Avenue","40667183","-73899284"
"Brooklyn","Ridge Boulevard","406388","-7402763"
"Brooklyn","70 Street","406258","-7400889"
"Brooklyn",NULL,"40612003","-7399057"
"Brooklyn","37 Street","40656372","-74009384"
"Brooklyn","Ingraham Street","40708363","-7392401"
"Brooklyn","Nostrand Avenue","40685463","-739506"
"Brooklyn","East 18 Street","40618324","-7395719"
"Brooklyn","Surf Avenue","4057515","-7398558"
"Brooklyn","Winthrop Street","4065832","-7393056"
"Brooklyn","3 Street","406754","-739887"
"Brooklyn","60 Street","4064204","-740204"
"Brooklyn","Coney Island Avenue","40603004","-7396156"
"Brooklyn","East 19 Street","406221","-73956955"
"Brooklyn","Avenue Y","40592205","-7393551"
"Brooklyn","Brooklyn Queens Expressway","406581931","-740010322"
"Brooklyn","37 Street","406470687","-739939279"
"Brooklyn","19 Avenue","40624653","-73980995"
"Brooklyn","Miller Avenue","4066256","-7388824"
"Brooklyn","De Kalb Avenue","4068962","-7397313"
"Brooklyn","Utica Avenue","406435","-739295"
"Brooklyn","Jefferson Avenue","4069426","-7391036"
"Brooklyn","Knickerbocker Avenue","4070239","-73924644"
"Brooklyn","Irving Avenue","4069285","-7390355"
"Brooklyn","Caton Avenue","40652927","-73959335"
"Brooklyn","Clarkson Avenue","40659107","-73923225"
"Brooklyn","Avenue J","40624054","-7397154"
"Brooklyn","3 Avenue","40632664","-740273"
"Brooklyn","Nostrand Avenue","40649315","-7394941"
"Brooklyn","Nostrand Avenue","406541504","-7394993"
"Brooklyn","Suydam Street","40706306","-73919586"
"Brooklyn","Kings Highway","4060455","-739691"
"Brooklyn","Avenue O","40612957","-7395908"
"Brooklyn","West 11 Street","40610447","-7398497"
"Brooklyn","Avenue R","40605797","-7395773"
"Brooklyn","Remsen Avenue","4064569","-7391204"
"Brooklyn","South Portland Avenue","4068631","-7397445"
"Brooklyn","86 Street","40593994","-7398072"
"Brooklyn","Adams Street","40692123","-7398904"
"Brooklyn","Hegeman Avenue","40661335","-738884"
"Brooklyn","Farragut Road","40642242","-73910774"
"Brooklyn","Clarkson Avenue","40660267","-7392141"
"Brooklyn","5 Avenue","40673634","-73982605"
"Brooklyn","60 Street","40623672","-7399001"
"Brooklyn","Blake Avenue","40672665","-73861694"
"Brooklyn","Belmont Avenue","406698","-73901115"
"Brooklyn","Belt Parkway","4059359","-7399613"
"Brooklyn","East 15 Street","40626053","-73961555"
"Brooklyn","Ocean Avenue","40614048","-7395421"
"Brooklyn","Albany Avenue","40664085","-73939926"
"Brooklyn","Kings Highway","4060507","-7397913"
"Brooklyn","Rockaway Parkway","40644886","-7390203"
"Brooklyn","South 4 Street","4070835","-7395323"
"Brooklyn","Pacific Street","4068297","-7397667"
"Brooklyn","Livonia Avenue","4066478","-738939"
"Brooklyn","Cozine Avenue","40659744","-7387428"
"Brooklyn","21 Avenue","40609512","-7398957"
"Brooklyn","8 Avenue","40629673","-7401563"
"Brooklyn","60 Street","4061805","-7398069"
"Brooklyn","Fulton Street","40701027","-7399127"
"Brooklyn","Eastern Parkway","40679295","-7390643"
"Brooklyn","Bedford Avenue","40669228","-739556"
"Brooklyn","64 Street","40630577","-7400751"
"Brooklyn","23 Avenue","406131","-7397858"
"Brooklyn","Avenue J","40624207","-7397018"
"Brooklyn","Sutter Avenue","4066855","-7390079"
"Brooklyn","4 Avenue","406644","-73993935"
"Brooklyn","Troy Avenue","40668438","-73936714"
"Brooklyn","Montgomery Street","40664642","-7393708"
"Brooklyn","Tompkins Avenue","40695705","-7394637"
"Brooklyn","East 54 Street","40635426","-7392474"
"Brooklyn","Wilson Avenue","40698772","-7392233"
"Brooklyn","Meeker Avenue","4072223","-7394057"
"Brooklyn","Bushwick Avenue","40704067","-7393861"
"Brooklyn","Mermaid Avenue","4057698","-73981575"
"Brooklyn","Hancock Street","40682537","-7395002"
"Brooklyn","Belt Parkway","4059565","-73908165"
"Brooklyn","3 Avenue","40617817","-7403339"
"Brooklyn","Rogers Avenue","40659225","-7395339"
"Brooklyn","Hegeman Avenue","40655994","-7390919"
"Brooklyn","Avenue K","4062397","-7395021"
"Brooklyn","Pennsylvania Avenue","40645344","-7387897"
"Brooklyn","Bogart Street","40710934","-7393547"
"Brooklyn","Marcus Garvey Boulevard","4068502","-73938446"
"Brooklyn","Smith Street","4067474","-7399777"
"Brooklyn","Utica Avenue","4065661","-7393091"
"Brooklyn","5 Avenue","40656307","-7399868"
"Brooklyn","Avenue L","40633976","-7390259"
"Brooklyn","11 Avenue","40634197","-7400017"
"Brooklyn","Conduit Boulevard","40678303","-7387289"
"Brooklyn","Fort Hamilton Parkway","40644035","-7398921"
"Brooklyn","Marcy Avenue","40710384","-7395663"
"Brooklyn","Fountain Avenue","40670555","-73874176"
"Brooklyn","Caton Avenue","406489","-7396968"
"Brooklyn","13 Avenue","40620304","-7400743"
"Brooklyn","Flushing Avenue","40706367","-73925354"
"Brooklyn","54 Street","4063981","-7400761"
"Brooklyn","Throop Avenue","40700546","-7394441"
"Brooklyn","19 Avenue","40613335","-7399277"
"Brooklyn","Glenmore Avenue","40675873","-7387784"
"Brooklyn","67 Street","40625576","-74003975"
"Brooklyn","Farragut Road","4064472","-7390696"
"Brooklyn","Avenue P","4061122","-7395085"
"Brooklyn","Gowanus Expy (Bqe)","4063989","-7402162"
"Brooklyn","11 Avenue","40619003","-7401596"
"Brooklyn","Church Avenue","4064327","-7397833"
"Brooklyn","9 Street","40670727","-7398948"
"Brooklyn","Voorhies Avenue","4058689","-7394319"
"Brooklyn","14 Avenue","40635372","-73988174"
"Brooklyn","East 39 Street","40649452","-7394077"
"Brooklyn","Atlantic Avenue","4067774","-73936"
"Brooklyn","3 Avenue","40622574","-7403142"
"Brooklyn","Avenue L","40620094","-7396328"
"Brooklyn","Avenue I","406286468","-739520675"
"Brooklyn","Jackie Robinson Pkwy","4068064","-7389672"
"Brooklyn","Nostrand Avenue","40676872","-7394985"
"Brooklyn","Lexington Avenue","4068948","-7393515"
"Brooklyn","Fulton Street","40678013","-73905975"
"Brooklyn","18 Avenue","40631275","-7397606"
"Brooklyn","Schenectady Avenue","40667164","-7393407"
"Brooklyn","North 6 Street","40716213","-7395662"
"Brooklyn","Rockaway Avenue","4065284","-73906456"
"Brooklyn","Court Street","40677864","-7399808"
"Brooklyn","East 19 Street","40583538","-73949615"
"Brooklyn","New York Avenue","40668785","-7394782"
"Brooklyn","East 58 Street","40628643","-7392019"
"Brooklyn","5 Avenue","40633232","-740211"
"Brooklyn","Newkirk Avenue","4063606","-7396221"
"Brooklyn","Willoughby Street","40692234","-73987305"
"Brooklyn","Smith Street","4067816","-7399613"
"Brooklyn","Atlantic Avenue","4067801","-7394138"
"Brooklyn","Snyder Avenue","4064977","-73935814"
"Brooklyn","59 Street","40632942","-7400379"
"Brooklyn","Otsego Street","40675117","-7400962"
"Brooklyn","Batchelder Street","40602997","-73939476"
"Brooklyn","18 Avenue","40632492","-7397344"
"Brooklyn","Concord Street","40697605","-7398447"
"Brooklyn","New Utrecht Avenue","40625736","-7399713"
"Brooklyn","Avenue Y","4058988","-739566"
"Brooklyn","86 Street","4062537","-74039116"
"Brooklyn","Belt Parkway","40635887","-7387999"
"Brooklyn","48 Street","4064946","-7401451"
"Brooklyn","Bath Avenue","4059212","-7398728"
"Brooklyn","Empire Boulevard","40663605","-73934395"
"Brooklyn","South 4 Street","40709755","-7395707"
"Brooklyn","Pennsylvania Avenue","40655037","-7388797"
"Brooklyn","77 Street","406093","-7399233"
"Brooklyn","Division Avenue","4070739","-7395987"
"Brooklyn","Lenox Road","4065655","-7392284"
"Brooklyn","5 Avenue","40668728","-73986694"
"Brooklyn","5 Avenue","4066303","-73991684"
"Brooklyn","Livonia Avenue","40662277","-7391078"
"Brooklyn","Avenue K","40632206","-739095988"
"Brooklyn","Avenue V","40607178","-7392231"
"Brooklyn","Adelphi Street","40686466","-7397055"
"Brooklyn","5 Avenue","40671593","-739843"
"Brooklyn","Bay Ridge Parkway","40610844","-73991776"
"Brooklyn","Bushwick Avenue","40691353","-7392142"
"Brooklyn","Hegeman Avenue","40662743","-73885124"
"Brooklyn","Marcy Avenue","40693172","-7394878"
"Brooklyn","Atlantic Avenue","4067618","-7389276"
"Brooklyn","38 Street","4065433","-7400742"
"Brooklyn","Hooper Street","407042","-7395825"
"Brooklyn","Essex Street","40680504","-738829"
"Brooklyn","Ovington Avenue","4063258","-74021385"
"Brooklyn","Bleecker Street","40702435","-7391401"
"Brooklyn","Brooklyn Queens Expressway","40675682","-7400119"
"Brooklyn","Rockaway Parkway","406338025","-738896944"
"Brooklyn","Halsey Street","40692974","-7390811"
"Brooklyn","Bergen Street","40681946","-73978195"
"Brooklyn","Clermont Avenue","4068416","-7396907"
"Brooklyn","4 Avenue","4067654","-7398365"
"Brooklyn","Empire Boulevard","4066309","-73962395"
"Brooklyn","Coleman Street","40608807","-73924126"
"Brooklyn","Atlantic Avenue","40677834","-7388509"
"Brooklyn","Utica Avenue","40659023","-7393118"
"Brooklyn","Church Avenue","40651066","-7394478"
"Brooklyn","Lefferts Avenue","4066213","-7395458"
"Brooklyn","Willoughby Avenue","40695557","-7393457"
"Brooklyn","45 Street","40647903","-74007416"
"Brooklyn","Myrtle Avenue","4069313","-7396984"
"Brooklyn","Marcus Garvey Boulevard","4069929","-73941315"
"Brooklyn","Starr Street","40703434","-739248"
"Brooklyn","Harrison Avenue","4070658","-73954346"
"Brooklyn","Knickerbocker Avenue","40698807","-7391837"
"Brooklyn","58 Street","4063088","-7399886"
"Brooklyn","Avenue I","4062757","-7396185"
"Brooklyn","Prospect Park Southwest","40659863","-7397752"
"Brooklyn","Avenue X","40590748","-73968376"
"Brooklyn","Ralph Avenue","40647514","-73920235"
"Brooklyn","Belt Parkway","40606544","-7403255"
"Brooklyn","Beard Street","4067236","-7401124"
"Brooklyn","Halsey Street","406915","-7390956"
"Brooklyn","Granite Street","40683228","-73907135"
"Brooklyn","Flushing Avenue","406980388","-739628402"
"Brooklyn","Belt Parkway","40658703","-73854904"
"Brooklyn","East 10 Street","4062704","-7396663"
"Brooklyn","Neptune Avenue","40579052","-7398415"
"Brooklyn","Rogers Avenue","40676243","-7395269"
"Brooklyn","Avenue M","40623695","-739142"
"Brooklyn","Lewis Avenue","4068917","-7393628"
"Brooklyn","Quentin Road","4060857","-7395534"
"Brooklyn","Avenue P","40610138","-739611"
"Brooklyn","Ocean Parkway","40578312","-7396808"
"Brooklyn","Marcy Avenue","40694637","-73949066"
"Brooklyn","Flatbush Avenue","4064997","-73958626"
"Brooklyn","Pitkin Avenue","4067298","-7388852"
"Brooklyn","Bushwick Avenue","4070386","-7393838"
"Brooklyn","Metropolitan Avenue","407140707","-739543399"
"Brooklyn","Clarkson Avenue","406606","-7392092"
"Brooklyn","Bay Ridge Parkway","4062707","-7401865"
"Brooklyn","Avenue W","40593906","-73959404"
"Brooklyn","New Lots Avenue","40668232","-7387838"
"Brooklyn","3 Avenue","40655518","-7400645"
"Brooklyn","East 32 Street","40644493","-7394698"
"Brooklyn","East 85 Street","40630672","-73901634"
"Brooklyn","Central Avenue","40702","-7393205"
"Brooklyn","Surf Avenue","40575165","-7398542"
"Brooklyn","3 Avenue","40681522","-73983284"
"Brooklyn","East 58 Street","40613537","-7391682"
"Brooklyn","Coyle Street","405873","-7393459"
"Brooklyn","Avenue O","4061196","-7396816"
"Brooklyn","East 105 Street","40646435","-73893456"
"Brooklyn","Schenectady Avenue","4066336","-7393456"
"Brooklyn","Atlantic Avenue","4067631","-73891914"
"Brooklyn","Hamilton Avenue","40677605","-74002754"
"Brooklyn","Shore Road","40612556","-740361"
"Brooklyn","Sutter Avenue","40668125","-7390358"
"Brooklyn","Avenue U","40597477","-7396871"
"Brooklyn","Fulton Street","40680172","-73945724"
"Brooklyn","Ocean Avenue","40588512","-73949356"
"Brooklyn","Lewis Avenue","4069375","-739372"
"Brooklyn","Calyer Street","40730484","-7394625"
"Brooklyn","East 38 Street","40653088","-7394211"
"Brooklyn","Belt Parkway","40584064","-7391971"
"Brooklyn","East New York Avenue","4066519","-739271"
"Brooklyn","Erskine Street","4065393","-7386744"
"Brooklyn","De Witt Avenue","40655983","-73897575"
"Brooklyn","Central Avenue","40695156","-7392002"
"Brooklyn","Dumont Avenue","4066933","-738738"
"Brooklyn","Ocean Avenue","4065428","-73961815"
"Brooklyn","Surf Avenue","40574802","-7397353"
"Brooklyn","29 Street","4065823","-7400035"
"Brooklyn","Conduit Boulevard","40677155","-7386887"
"Brooklyn","Remsen Avenue","4063682","-7390218"
"Brooklyn","Coney Island Avenue","40632294","-7396678"
"Brooklyn","Church Avenue","40650917","-73947464"
"Brooklyn","Rugby Road","40640823","-7396531"
"Brooklyn","Bay Ridge Parkway","40615322","-7399921"
"Brooklyn","Sutter Avenue","4066893","-7389827"
"Brooklyn","Avenue J","40647255","-7389072"
"Brooklyn","Herzl Street","406594798","-73912844"
"Brooklyn","Linden Boulevard","40657272","-73900536"
"Brooklyn","13 Avenue","40624584","-74003"
"Brooklyn","Nostrand Avenue","406840001","-739503006"
"Brooklyn","Flatbush Avenue","406321","-73946884"
"Brooklyn","Franklin Street","407263","-7395736"
"Brooklyn","East 12 Street","4058584","-7395792"
"Brooklyn","Nassau Avenue","4072579","-7394279"
"Brooklyn","Saint Marks Avenue","406745837","-739302218"
"Brooklyn","Fenimore Street","40659447","-7393842"
"Brooklyn","Rogers Avenue","4066479","-7395378"
"Brooklyn","Broadway","4069324","-7392865"
"Brooklyn","Chester Street","4067045","-73911896"
"Brooklyn","87 Street","40624638","-7403941"
"Brooklyn","89 Street","40622","-7403461"
"Brooklyn","Cypress Avenue","40706062","-7391626"
"Brooklyn","Fulton Street","4067822","-7389036"
"Brooklyn","Louisiana Avenue","40638542","-73875694"
"Brooklyn","2 Avenue","4065245","-74013435"
